instance_id,repetition,algorithm,runtime,runstatus
BF1_cpmp_16_5_48_10_29_14,1.0,astar-symmulgt-transmul,3600.0,memout
BF1_cpmp_16_5_48_10_29_15,1.0,astar-symmulgt-transmul,3600.0,memout
BF1_cpmp_16_5_48_10_29_17,1.0,astar-symmulgt-transmul,3600.0,memout
BF1_cpmp_16_5_48_10_29_18,1.0,astar-symmulgt-transmul,0.032,ok
BF1_cpmp_16_5_48_10_29_19,1.0,astar-symmulgt-transmul,0.024,ok
BF1_cpmp_16_5_48_10_29_20,1.0,astar-symmulgt-transmul,3600.0,memout
BF1_cpmp_16_5_48_10_29_3,1.0,astar-symmulgt-transmul,3600.0,memout
BF1_cpmp_16_5_48_10_29_4,1.0,astar-symmulgt-transmul,7.936,ok
BF1_cpmp_16_5_48_10_29_5,1.0,astar-symmulgt-transmul,3600.0,memout
BF1_cpmp_16_5_48_10_29_6,1.0,astar-symmulgt-transmul,0.024,ok
BF1_cpmp_16_5_48_10_29_7,1.0,astar-symmulgt-transmul,0.248,ok
BF1_cpmp_16_5_48_10_29_8,1.0,astar-symmulgt-transmul,0.144,ok
BF1_cpmp_16_5_48_10_29_9,1.0,astar-symmulgt-transmul,0.132,ok
BF20_cpmp_20_5_60_24_45_1,1.0,astar-symmulgt-transmul,0.048,ok
BF20_cpmp_20_5_60_24_45_10,1.0,astar-symmulgt-transmul,1.956,ok
BF20_cpmp_20_5_60_24_45_11,1.0,astar-symmulgt-transmul,11.177,ok
BF20_cpmp_20_5_60_24_45_12,1.0,astar-symmulgt-transmul,3600.0,memout
BF20_cpmp_20_5_60_24_45_13,1.0,astar-symmulgt-transmul,3600.0,memout
BF20_cpmp_20_5_60_24_45_14,1.0,astar-symmulgt-transmul,40.315,ok
BF20_cpmp_20_5_60_24_45_15,1.0,astar-symmulgt-transmul,3600.0,memout
BF20_cpmp_20_5_60_24_45_17,1.0,astar-symmulgt-transmul,3600.0,memout
BF20_cpmp_20_5_60_24_45_2,1.0,astar-symmulgt-transmul,0.036,ok
BF20_cpmp_20_5_60_24_45_20,1.0,astar-symmulgt-transmul,3600.0,memout
BF20_cpmp_20_5_60_24_45_3,1.0,astar-symmulgt-transmul,0.192,ok
BF20_cpmp_20_5_60_24_45_5,1.0,astar-symmulgt-transmul,3600.0,memout
BF20_cpmp_20_5_60_24_45_6,1.0,astar-symmulgt-transmul,0.036,ok
BF20_cpmp_20_5_60_24_45_7,1.0,astar-symmulgt-transmul,3600.0,memout
BF20_cpmp_20_5_60_24_45_8,1.0,astar-symmulgt-transmul,3600.0,memout
BF20_cpmp_20_5_60_24_45_9,1.0,astar-symmulgt-transmul,3600.0,memout
BF21_cpmp_20_5_80_16_48_11,1.0,astar-symmulgt-transmul,1.036,ok
BF21_cpmp_20_5_80_16_48_14,1.0,astar-symmulgt-transmul,8.625,ok
BF21_cpmp_20_5_80_16_48_16,1.0,astar-symmulgt-transmul,1.096,ok
BF21_cpmp_20_5_80_16_48_18,1.0,astar-symmulgt-transmul,3600.0,memout
BF21_cpmp_20_5_80_16_48_19,1.0,astar-symmulgt-transmul,35.778,ok
BF21_cpmp_20_5_80_16_48_2,1.0,astar-symmulgt-transmul,3.604,ok
BF21_cpmp_20_5_80_16_48_3,1.0,astar-symmulgt-transmul,3600.0,memout
BF21_cpmp_20_5_80_16_48_4,1.0,astar-symmulgt-transmul,5.576,ok
BF21_cpmp_20_5_80_16_48_5,1.0,astar-symmulgt-transmul,101.554,ok
BF21_cpmp_20_5_80_16_48_7,1.0,astar-symmulgt-transmul,3600.0,memout
BF21_cpmp_20_5_80_16_48_8,1.0,astar-symmulgt-transmul,3600.0,memout
BF21_cpmp_20_5_80_16_48_9,1.0,astar-symmulgt-transmul,15.261,ok
BF22_cpmp_20_5_80_16_60_11,1.0,astar-symmulgt-transmul,3600.0,memout
BF22_cpmp_20_5_80_16_60_16,1.0,astar-symmulgt-transmul,3600.0,memout
BF22_cpmp_20_5_80_16_60_4,1.0,astar-symmulgt-transmul,4.724,ok
BF22_cpmp_20_5_80_16_60_6,1.0,astar-symmulgt-transmul,0.052,ok
BF22_cpmp_20_5_80_16_60_7,1.0,astar-symmulgt-transmul,47.947,ok
BF22_cpmp_20_5_80_16_60_9,1.0,astar-symmulgt-transmul,3600.0,memout
BF23_cpmp_20_5_80_32_48_10,1.0,astar-symmulgt-transmul,1.66,ok
BF23_cpmp_20_5_80_32_48_11,1.0,astar-symmulgt-transmul,12.141,ok
BF23_cpmp_20_5_80_32_48_12,1.0,astar-symmulgt-transmul,3600.0,memout
BF23_cpmp_20_5_80_32_48_15,1.0,astar-symmulgt-transmul,139.557,ok
BF23_cpmp_20_5_80_32_48_16,1.0,astar-symmulgt-transmul,3600.0,memout
BF23_cpmp_20_5_80_32_48_18,1.0,astar-symmulgt-transmul,0.164,ok
BF23_cpmp_20_5_80_32_48_3,1.0,astar-symmulgt-transmul,7.836,ok
BF23_cpmp_20_5_80_32_48_4,1.0,astar-symmulgt-transmul,2.768,ok
BF23_cpmp_20_5_80_32_48_6,1.0,astar-symmulgt-transmul,2.856,ok
BF23_cpmp_20_5_80_32_48_7,1.0,astar-symmulgt-transmul,21.673,ok
BF24_cpmp_20_5_80_32_60_13,1.0,astar-symmulgt-transmul,296.083,ok
BF24_cpmp_20_5_80_32_60_17,1.0,astar-symmulgt-transmul,3600.0,memout
BF24_cpmp_20_5_80_32_60_2,1.0,astar-symmulgt-transmul,51.007,ok
BF24_cpmp_20_5_80_32_60_8,1.0,astar-symmulgt-transmul,3600.0,memout
BF25_cpmp_20_8_96_20_58_20,1.0,astar-symmulgt-transmul,109.611,ok
BF26_cpmp_20_8_96_20_72_5,1.0,astar-symmulgt-transmul,482.286,ok
BF27_cpmp_20_8_96_39_58_12,1.0,astar-symmulgt-transmul,3600.0,memout
BF27_cpmp_20_8_96_39_58_6,1.0,astar-symmulgt-transmul,3600.0,memout
BF27_cpmp_20_8_96_39_58_9,1.0,astar-symmulgt-transmul,70.236,ok
BF28_cpmp_20_8_96_39_72_19,1.0,astar-symmulgt-transmul,3600.0,memout
BF2_cpmp_16_5_48_10_36_1,1.0,astar-symmulgt-transmul,0.016,ok
BF2_cpmp_16_5_48_10_36_11,1.0,astar-symmulgt-transmul,0.772,ok
BF2_cpmp_16_5_48_10_36_12,1.0,astar-symmulgt-transmul,3600.0,memout
BF2_cpmp_16_5_48_10_36_13,1.0,astar-symmulgt-transmul,48.127,ok
BF2_cpmp_16_5_48_10_36_14,1.0,astar-symmulgt-transmul,0.056,ok
BF2_cpmp_16_5_48_10_36_15,1.0,astar-symmulgt-transmul,0.06,ok
BF2_cpmp_16_5_48_10_36_17,1.0,astar-symmulgt-transmul,0.048,ok
BF2_cpmp_16_5_48_10_36_18,1.0,astar-symmulgt-transmul,0.024,ok
BF2_cpmp_16_5_48_10_36_19,1.0,astar-symmulgt-transmul,0.284,ok
BF2_cpmp_16_5_48_10_36_2,1.0,astar-symmulgt-transmul,3600.0,memout
BF2_cpmp_16_5_48_10_36_20,1.0,astar-symmulgt-transmul,4.004,ok
BF2_cpmp_16_5_48_10_36_3,1.0,astar-symmulgt-transmul,0.108,ok
BF2_cpmp_16_5_48_10_36_4,1.0,astar-symmulgt-transmul,7.212,ok
BF2_cpmp_16_5_48_10_36_5,1.0,astar-symmulgt-transmul,0.556,ok
BF2_cpmp_16_5_48_10_36_6,1.0,astar-symmulgt-transmul,3600.0,memout
BF2_cpmp_16_5_48_10_36_7,1.0,astar-symmulgt-transmul,0.808,ok
BF2_cpmp_16_5_48_10_36_8,1.0,astar-symmulgt-transmul,0.052,ok
BF2_cpmp_16_5_48_10_36_9,1.0,astar-symmulgt-transmul,0.512,ok
BF3_cpmp_16_5_48_20_29_1,1.0,astar-symmulgt-transmul,3600.0,memout
BF3_cpmp_16_5_48_20_29_11,1.0,astar-symmulgt-transmul,0.016,ok
BF3_cpmp_16_5_48_20_29_13,1.0,astar-symmulgt-transmul,24.049,ok
BF3_cpmp_16_5_48_20_29_14,1.0,astar-symmulgt-transmul,3600.0,memout
BF3_cpmp_16_5_48_20_29_16,1.0,astar-symmulgt-transmul,13.061,ok
BF3_cpmp_16_5_48_20_29_19,1.0,astar-symmulgt-transmul,3600.0,memout
BF3_cpmp_16_5_48_20_29_20,1.0,astar-symmulgt-transmul,61.472,ok
BF3_cpmp_16_5_48_20_29_3,1.0,astar-symmulgt-transmul,3.072,ok
BF3_cpmp_16_5_48_20_29_5,1.0,astar-symmulgt-transmul,3600.0,memout
BF3_cpmp_16_5_48_20_29_6,1.0,astar-symmulgt-transmul,0.1,ok
BF3_cpmp_16_5_48_20_29_8,1.0,astar-symmulgt-transmul,0.02,ok
BF3_cpmp_16_5_48_20_29_9,1.0,astar-symmulgt-transmul,0.016,ok
BF4_cpmp_16_5_48_20_36_1,1.0,astar-symmulgt-transmul,0.012,ok
BF4_cpmp_16_5_48_20_36_10,1.0,astar-symmulgt-transmul,3600.0,memout
BF4_cpmp_16_5_48_20_36_11,1.0,astar-symmulgt-transmul,3600.0,memout
BF4_cpmp_16_5_48_20_36_13,1.0,astar-symmulgt-transmul,0.052,ok
BF4_cpmp_16_5_48_20_36_14,1.0,astar-symmulgt-transmul,2.264,ok
BF4_cpmp_16_5_48_20_36_15,1.0,astar-symmulgt-transmul,3600.0,memout
BF4_cpmp_16_5_48_20_36_16,1.0,astar-symmulgt-transmul,0.02,ok
BF4_cpmp_16_5_48_20_36_17,1.0,astar-symmulgt-transmul,82.681,ok
BF4_cpmp_16_5_48_20_36_18,1.0,astar-symmulgt-transmul,0.16,ok
BF4_cpmp_16_5_48_20_36_19,1.0,astar-symmulgt-transmul,234.887,ok
BF4_cpmp_16_5_48_20_36_2,1.0,astar-symmulgt-transmul,3600.0,memout
BF4_cpmp_16_5_48_20_36_20,1.0,astar-symmulgt-transmul,5.376,ok
BF4_cpmp_16_5_48_20_36_3,1.0,astar-symmulgt-transmul,0.152,ok
BF4_cpmp_16_5_48_20_36_5,1.0,astar-symmulgt-transmul,0.216,ok
BF4_cpmp_16_5_48_20_36_6,1.0,astar-symmulgt-transmul,1.668,ok
BF4_cpmp_16_5_48_20_36_7,1.0,astar-symmulgt-transmul,11.393,ok
BF4_cpmp_16_5_48_20_36_8,1.0,astar-symmulgt-transmul,0.02,ok
BF4_cpmp_16_5_48_20_36_9,1.0,astar-symmulgt-transmul,2.828,ok
BF5_cpmp_16_5_64_13_39_1,1.0,astar-symmulgt-transmul,228.59,ok
BF5_cpmp_16_5_64_13_39_10,1.0,astar-symmulgt-transmul,3600.0,memout
BF5_cpmp_16_5_64_13_39_11,1.0,astar-symmulgt-transmul,3600.0,memout
BF5_cpmp_16_5_64_13_39_12,1.0,astar-symmulgt-transmul,0.064,ok
BF5_cpmp_16_5_64_13_39_14,1.0,astar-symmulgt-transmul,0.26,ok
BF5_cpmp_16_5_64_13_39_15,1.0,astar-symmulgt-transmul,3600.0,memout
BF5_cpmp_16_5_64_13_39_17,1.0,astar-symmulgt-transmul,1.284,ok
BF5_cpmp_16_5_64_13_39_2,1.0,astar-symmulgt-transmul,95.354,ok
BF5_cpmp_16_5_64_13_39_20,1.0,astar-symmulgt-transmul,3600.0,memout
BF5_cpmp_16_5_64_13_39_3,1.0,astar-symmulgt-transmul,0.352,ok
BF5_cpmp_16_5_64_13_39_4,1.0,astar-symmulgt-transmul,5.6,ok
BF5_cpmp_16_5_64_13_39_5,1.0,astar-symmulgt-transmul,7.056,ok
BF5_cpmp_16_5_64_13_39_8,1.0,astar-symmulgt-transmul,6.72,ok
BF5_cpmp_16_5_64_13_39_9,1.0,astar-symmulgt-transmul,0.832,ok
BF6_cpmp_16_5_64_13_48_1,1.0,astar-symmulgt-transmul,11.389,ok
BF6_cpmp_16_5_64_13_48_11,1.0,astar-symmulgt-transmul,3.016,ok
BF6_cpmp_16_5_64_13_48_12,1.0,astar-symmulgt-transmul,78.477,ok
BF6_cpmp_16_5_64_13_48_13,1.0,astar-symmulgt-transmul,114.211,ok
BF6_cpmp_16_5_64_13_48_15,1.0,astar-symmulgt-transmul,3600.0,memout
BF6_cpmp_16_5_64_13_48_16,1.0,astar-symmulgt-transmul,1.072,ok
BF6_cpmp_16_5_64_13_48_17,1.0,astar-symmulgt-transmul,1.904,ok
BF6_cpmp_16_5_64_13_48_18,1.0,astar-symmulgt-transmul,12.225,ok
BF6_cpmp_16_5_64_13_48_19,1.0,astar-symmulgt-transmul,3600.0,memout
BF6_cpmp_16_5_64_13_48_2,1.0,astar-symmulgt-transmul,1.72,ok
BF6_cpmp_16_5_64_13_48_3,1.0,astar-symmulgt-transmul,1.972,ok
BF6_cpmp_16_5_64_13_48_4,1.0,astar-symmulgt-transmul,3600.0,memout
BF6_cpmp_16_5_64_13_48_6,1.0,astar-symmulgt-transmul,156.334,ok
BF6_cpmp_16_5_64_13_48_7,1.0,astar-symmulgt-transmul,9.729,ok
BF6_cpmp_16_5_64_13_48_8,1.0,astar-symmulgt-transmul,76.481,ok
BF6_cpmp_16_5_64_13_48_9,1.0,astar-symmulgt-transmul,8.917,ok
BF7_cpmp_16_5_64_26_39_1,1.0,astar-symmulgt-transmul,23.57,ok
BF7_cpmp_16_5_64_26_39_10,1.0,astar-symmulgt-transmul,353.126,ok
BF7_cpmp_16_5_64_26_39_11,1.0,astar-symmulgt-transmul,25.254,ok
BF7_cpmp_16_5_64_26_39_12,1.0,astar-symmulgt-transmul,3600.0,memout
BF7_cpmp_16_5_64_26_39_13,1.0,astar-symmulgt-transmul,5.54,ok
BF7_cpmp_16_5_64_26_39_14,1.0,astar-symmulgt-transmul,3600.0,memout
BF7_cpmp_16_5_64_26_39_15,1.0,astar-symmulgt-transmul,3600.0,memout
BF7_cpmp_16_5_64_26_39_16,1.0,astar-symmulgt-transmul,4.304,ok
BF7_cpmp_16_5_64_26_39_17,1.0,astar-symmulgt-transmul,3600.0,memout
BF7_cpmp_16_5_64_26_39_19,1.0,astar-symmulgt-transmul,3600.0,memout
BF7_cpmp_16_5_64_26_39_2,1.0,astar-symmulgt-transmul,3600.0,memout
BF7_cpmp_16_5_64_26_39_20,1.0,astar-symmulgt-transmul,3600.0,memout
BF7_cpmp_16_5_64_26_39_3,1.0,astar-symmulgt-transmul,3600.0,memout
BF7_cpmp_16_5_64_26_39_6,1.0,astar-symmulgt-transmul,2.832,ok
BF7_cpmp_16_5_64_26_39_7,1.0,astar-symmulgt-transmul,3600.0,memout
BF7_cpmp_16_5_64_26_39_8,1.0,astar-symmulgt-transmul,12.325,ok
BF8_cpmp_16_5_64_26_48_1,1.0,astar-symmulgt-transmul,0.128,ok
BF8_cpmp_16_5_64_26_48_11,1.0,astar-symmulgt-transmul,196.648,ok
BF8_cpmp_16_5_64_26_48_12,1.0,astar-symmulgt-transmul,12.009,ok
BF8_cpmp_16_5_64_26_48_17,1.0,astar-symmulgt-transmul,3600.0,memout
BF8_cpmp_16_5_64_26_48_20,1.0,astar-symmulgt-transmul,3600.0,memout
BF8_cpmp_16_5_64_26_48_4,1.0,astar-symmulgt-transmul,3600.0,memout
BF8_cpmp_16_5_64_26_48_5,1.0,astar-symmulgt-transmul,15.465,ok
BF8_cpmp_16_5_64_26_48_6,1.0,astar-symmulgt-transmul,3600.0,memout
BF8_cpmp_16_5_64_26_48_7,1.0,astar-symmulgt-transmul,2.72,ok
BF9_cpmp_16_8_77_16_47_1,1.0,astar-symmulgt-transmul,3600.0,memout
BF9_cpmp_16_8_77_16_47_10,1.0,astar-symmulgt-transmul,60.852,ok
BF9_cpmp_16_8_77_16_47_12,1.0,astar-symmulgt-transmul,3600.0,memout
BF9_cpmp_16_8_77_16_47_3,1.0,astar-symmulgt-transmul,3600.0,memout
BF9_cpmp_16_8_77_16_47_4,1.0,astar-symmulgt-transmul,3600.0,memout
BF9_cpmp_16_8_77_16_47_6,1.0,astar-symmulgt-transmul,3600.0,memout
BF9_cpmp_16_8_77_16_47_7,1.0,astar-symmulgt-transmul,3600.0,memout
BF9_cpmp_16_8_77_16_47_8,1.0,astar-symmulgt-transmul,3600.0,memout
LC2a_lc2a_1,1.0,astar-symmulgt-transmul,0.024,ok
LC2a_lc2a_10,1.0,astar-symmulgt-transmul,0.484,ok
LC2a_lc2a_2,1.0,astar-symmulgt-transmul,792.29,ok
LC2a_lc2a_3,1.0,astar-symmulgt-transmul,31.086,ok
LC2a_lc2a_4,1.0,astar-symmulgt-transmul,0.648,ok
LC2a_lc2a_5,1.0,astar-symmulgt-transmul,2.476,ok
LC2a_lc2a_7,1.0,astar-symmulgt-transmul,11.417,ok
LC2b_lc2b_1,1.0,astar-symmulgt-transmul,21.005,ok
LC2b_lc2b_2,1.0,astar-symmulgt-transmul,3039.914,ok
LC2b_lc2b_3,1.0,astar-symmulgt-transmul,0.752,ok
LC2b_lc2b_4,1.0,astar-symmulgt-transmul,60.796,ok
LC2b_lc2b_5,1.0,astar-symmulgt-transmul,3600.0,memout
LC2b_lc2b_6,1.0,astar-symmulgt-transmul,0.38,ok
LC2b_lc2b_7,1.0,astar-symmulgt-transmul,1056.57,ok
LC2b_lc2b_9,1.0,astar-symmulgt-transmul,82.761,ok
LC3a_lc3a_1,1.0,astar-symmulgt-transmul,70.404,ok
LC3a_lc3a_10,1.0,astar-symmulgt-transmul,1.176,ok
LC3a_lc3a_3,1.0,astar-symmulgt-transmul,170.859,ok
LC3a_lc3a_4,1.0,astar-symmulgt-transmul,3600.0,memout
LC3a_lc3a_6,1.0,astar-symmulgt-transmul,28.546,ok
LC3a_lc3a_7,1.0,astar-symmulgt-transmul,111.835,ok
LC3a_lc3a_8,1.0,astar-symmulgt-transmul,1320.567,ok
LC3a_lc3a_9,1.0,astar-symmulgt-transmul,3600.0,memout
LC3b_lc3b_1,1.0,astar-symmulgt-transmul,1054.294,ok
LC3b_lc3b_10,1.0,astar-symmulgt-transmul,1053.806,ok
LC3b_lc3b_4,1.0,astar-symmulgt-transmul,338.281,ok
LC3b_lc3b_5,1.0,astar-symmulgt-transmul,0.476,ok
LC3b_lc3b_6,1.0,astar-symmulgt-transmul,1.732,ok
LC3b_lc3b_8,1.0,astar-symmulgt-transmul,43.835,ok
LC3b_lc3b_9,1.0,astar-symmulgt-transmul,94.622,ok
cv_data3-5-13,1.0,astar-symmulgt-transmul,0.18,ok
cv_data3-5-8,1.0,astar-symmulgt-transmul,0.26,ok
cv_data3-6-24,1.0,astar-symmulgt-transmul,0.064,ok
cv_data3-6-26,1.0,astar-symmulgt-transmul,0.528,ok
cv_data3-7-12,1.0,astar-symmulgt-transmul,0.344,ok
cv_data3-7-17,1.0,astar-symmulgt-transmul,0.268,ok
cv_data3-7-18,1.0,astar-symmulgt-transmul,0.052,ok
cv_data3-7-22,1.0,astar-symmulgt-transmul,0.44,ok
cv_data3-7-27,1.0,astar-symmulgt-transmul,0.096,ok
cv_data3-7-30,1.0,astar-symmulgt-transmul,0.316,ok
cv_data3-7-5,1.0,astar-symmulgt-transmul,0.292,ok
cv_data3-8-17,1.0,astar-symmulgt-transmul,0.116,ok
cv_data3-8-2,1.0,astar-symmulgt-transmul,0.016,ok
cv_data3-8-24,1.0,astar-symmulgt-transmul,0.764,ok
cv_data3-8-25,1.0,astar-symmulgt-transmul,0.156,ok
cv_data3-8-28,1.0,astar-symmulgt-transmul,0.308,ok
cv_data3-8-37,1.0,astar-symmulgt-transmul,0.144,ok
cv_data3-8-38,1.0,astar-symmulgt-transmul,0.416,ok
cv_data3-8-7,1.0,astar-symmulgt-transmul,1.088,ok
cv_data4-4-10,1.0,astar-symmulgt-transmul,0.38,ok
cv_data4-4-12,1.0,astar-symmulgt-transmul,0.872,ok
cv_data4-4-13,1.0,astar-symmulgt-transmul,0.188,ok
cv_data4-4-14,1.0,astar-symmulgt-transmul,0.332,ok
cv_data4-4-15,1.0,astar-symmulgt-transmul,0.532,ok
cv_data4-4-16,1.0,astar-symmulgt-transmul,17.353,ok
cv_data4-4-19,1.0,astar-symmulgt-transmul,0.512,ok
cv_data4-4-2,1.0,astar-symmulgt-transmul,0.148,ok
cv_data4-4-20,1.0,astar-symmulgt-transmul,1.716,ok
cv_data4-4-21,1.0,astar-symmulgt-transmul,0.62,ok
cv_data4-4-23,1.0,astar-symmulgt-transmul,152.046,ok
cv_data4-4-24,1.0,astar-symmulgt-transmul,12.105,ok
cv_data4-4-25,1.0,astar-symmulgt-transmul,46.347,ok
cv_data4-4-27,1.0,astar-symmulgt-transmul,17.881,ok
cv_data4-4-28,1.0,astar-symmulgt-transmul,0.112,ok
cv_data4-4-29,1.0,astar-symmulgt-transmul,0.612,ok
cv_data4-4-3,1.0,astar-symmulgt-transmul,0.636,ok
cv_data4-4-30,1.0,astar-symmulgt-transmul,2.744,ok
cv_data4-4-33,1.0,astar-symmulgt-transmul,34.154,ok
cv_data4-4-34,1.0,astar-symmulgt-transmul,0.804,ok
cv_data4-4-35,1.0,astar-symmulgt-transmul,2.156,ok
cv_data4-4-7,1.0,astar-symmulgt-transmul,2.512,ok
cv_data4-5-1,1.0,astar-symmulgt-transmul,3.432,ok
cv_data4-5-12,1.0,astar-symmulgt-transmul,0.188,ok
cv_data4-5-14,1.0,astar-symmulgt-transmul,4.804,ok
cv_data4-5-15,1.0,astar-symmulgt-transmul,6.28,ok
cv_data4-5-17,1.0,astar-symmulgt-transmul,197.196,ok
cv_data4-5-19,1.0,astar-symmulgt-transmul,2.144,ok
cv_data4-5-2,1.0,astar-symmulgt-transmul,0.324,ok
cv_data4-5-20,1.0,astar-symmulgt-transmul,0.332,ok
cv_data4-5-21,1.0,astar-symmulgt-transmul,589.337,ok
cv_data4-5-22,1.0,astar-symmulgt-transmul,2.244,ok
cv_data4-5-23,1.0,astar-symmulgt-transmul,1.516,ok
cv_data4-5-24,1.0,astar-symmulgt-transmul,0.276,ok
cv_data4-5-25,1.0,astar-symmulgt-transmul,2.884,ok
cv_data4-5-26,1.0,astar-symmulgt-transmul,5.028,ok
cv_data4-5-27,1.0,astar-symmulgt-transmul,2.308,ok
cv_data4-5-28,1.0,astar-symmulgt-transmul,0.26,ok
cv_data4-5-29,1.0,astar-symmulgt-transmul,10.721,ok
cv_data4-5-3,1.0,astar-symmulgt-transmul,0.464,ok
cv_data4-5-30,1.0,astar-symmulgt-transmul,19.449,ok
cv_data4-5-31,1.0,astar-symmulgt-transmul,0.1,ok
cv_data4-5-32,1.0,astar-symmulgt-transmul,3.484,ok
