instance_id,repetition,algorithm,runtime,runstatus
BF19_cpmp_20_5_60_24_36_3,1.0,astar-symmullt-transmul,3600.0,memout
BF19_cpmp_20_5_60_24_36_5,1.0,astar-symmullt-transmul,0.124,ok
BF19_cpmp_20_5_60_24_36_6,1.0,astar-symmullt-transmul,0.036,ok
BF19_cpmp_20_5_60_24_36_7,1.0,astar-symmullt-transmul,69.512,ok
BF19_cpmp_20_5_60_24_36_8,1.0,astar-symmullt-transmul,3600.0,memout
BF19_cpmp_20_5_60_24_36_9,1.0,astar-symmullt-transmul,2.748,ok
BF1_cpmp_16_5_48_10_29_1,1.0,astar-symmullt-transmul,0.804,ok
BF1_cpmp_16_5_48_10_29_12,1.0,astar-symmullt-transmul,0.572,ok
BF1_cpmp_16_5_48_10_29_14,1.0,astar-symmullt-transmul,19.085,ok
BF1_cpmp_16_5_48_10_29_15,1.0,astar-symmullt-transmul,3600.0,memout
BF1_cpmp_16_5_48_10_29_17,1.0,astar-symmullt-transmul,0.552,ok
BF1_cpmp_16_5_48_10_29_18,1.0,astar-symmullt-transmul,0.048,ok
BF1_cpmp_16_5_48_10_29_19,1.0,astar-symmullt-transmul,0.504,ok
BF1_cpmp_16_5_48_10_29_20,1.0,astar-symmullt-transmul,3600.0,memout
BF1_cpmp_16_5_48_10_29_3,1.0,astar-symmullt-transmul,0.1,ok
BF1_cpmp_16_5_48_10_29_4,1.0,astar-symmullt-transmul,6.476,ok
BF1_cpmp_16_5_48_10_29_5,1.0,astar-symmullt-transmul,3600.0,memout
BF1_cpmp_16_5_48_10_29_6,1.0,astar-symmullt-transmul,3600.0,memout
BF1_cpmp_16_5_48_10_29_7,1.0,astar-symmullt-transmul,8.537,ok
BF1_cpmp_16_5_48_10_29_8,1.0,astar-symmullt-transmul,0.032,ok
BF1_cpmp_16_5_48_10_29_9,1.0,astar-symmullt-transmul,3600.0,memout
BF20_cpmp_20_5_60_24_45_1,1.0,astar-symmullt-transmul,3600.0,memout
BF20_cpmp_20_5_60_24_45_10,1.0,astar-symmullt-transmul,3.096,ok
BF20_cpmp_20_5_60_24_45_11,1.0,astar-symmullt-transmul,376.04,ok
BF20_cpmp_20_5_60_24_45_12,1.0,astar-symmullt-transmul,65.732,ok
BF20_cpmp_20_5_60_24_45_13,1.0,astar-symmullt-transmul,0.08,ok
BF20_cpmp_20_5_60_24_45_14,1.0,astar-symmullt-transmul,0.208,ok
BF20_cpmp_20_5_60_24_45_15,1.0,astar-symmullt-transmul,3600.0,memout
BF20_cpmp_20_5_60_24_45_17,1.0,astar-symmullt-transmul,0.032,ok
BF20_cpmp_20_5_60_24_45_2,1.0,astar-symmullt-transmul,3600.0,memout
BF20_cpmp_20_5_60_24_45_20,1.0,astar-symmullt-transmul,3600.0,memout
BF20_cpmp_20_5_60_24_45_3,1.0,astar-symmullt-transmul,1.768,ok
BF20_cpmp_20_5_60_24_45_5,1.0,astar-symmullt-transmul,0.032,ok
BF20_cpmp_20_5_60_24_45_6,1.0,astar-symmullt-transmul,182.735,ok
BF20_cpmp_20_5_60_24_45_7,1.0,astar-symmullt-transmul,18.845,ok
BF20_cpmp_20_5_60_24_45_8,1.0,astar-symmullt-transmul,0.456,ok
BF20_cpmp_20_5_60_24_45_9,1.0,astar-symmullt-transmul,3600.0,memout
BF21_cpmp_20_5_80_16_48_11,1.0,astar-symmullt-transmul,3600.0,memout
BF21_cpmp_20_5_80_16_48_14,1.0,astar-symmullt-transmul,13.969,ok
BF21_cpmp_20_5_80_16_48_16,1.0,astar-symmullt-transmul,311.187,ok
BF21_cpmp_20_5_80_16_48_18,1.0,astar-symmullt-transmul,3600.0,memout
BF21_cpmp_20_5_80_16_48_19,1.0,astar-symmullt-transmul,3600.0,memout
BF21_cpmp_20_5_80_16_48_2,1.0,astar-symmullt-transmul,2.696,ok
BF21_cpmp_20_5_80_16_48_3,1.0,astar-symmullt-transmul,8.865,ok
BF21_cpmp_20_5_80_16_48_4,1.0,astar-symmullt-transmul,3600.0,memout
BF21_cpmp_20_5_80_16_48_5,1.0,astar-symmullt-transmul,3.548,ok
BF21_cpmp_20_5_80_16_48_7,1.0,astar-symmullt-transmul,27.286,ok
BF21_cpmp_20_5_80_16_48_8,1.0,astar-symmullt-transmul,17.933,ok
BF21_cpmp_20_5_80_16_48_9,1.0,astar-symmullt-transmul,47.395,ok
BF22_cpmp_20_5_80_16_60_11,1.0,astar-symmullt-transmul,3600.0,memout
BF22_cpmp_20_5_80_16_60_16,1.0,astar-symmullt-transmul,53.339,ok
BF22_cpmp_20_5_80_16_60_4,1.0,astar-symmullt-transmul,3600.0,memout
BF22_cpmp_20_5_80_16_60_6,1.0,astar-symmullt-transmul,137.485,ok
BF22_cpmp_20_5_80_16_60_7,1.0,astar-symmullt-transmul,3600.0,memout
BF22_cpmp_20_5_80_16_60_9,1.0,astar-symmullt-transmul,1.608,ok
BF23_cpmp_20_5_80_32_48_10,1.0,astar-symmullt-transmul,18.621,ok
BF23_cpmp_20_5_80_32_48_11,1.0,astar-symmullt-transmul,338.729,ok
BF23_cpmp_20_5_80_32_48_12,1.0,astar-symmullt-transmul,478.102,ok
BF23_cpmp_20_5_80_32_48_15,1.0,astar-symmullt-transmul,3600.0,memout
BF23_cpmp_20_5_80_32_48_16,1.0,astar-symmullt-transmul,166.602,ok
BF23_cpmp_20_5_80_32_48_18,1.0,astar-symmullt-transmul,4.66,ok
BF23_cpmp_20_5_80_32_48_3,1.0,astar-symmullt-transmul,213.633,ok
BF23_cpmp_20_5_80_32_48_4,1.0,astar-symmullt-transmul,123.932,ok
BF23_cpmp_20_5_80_32_48_6,1.0,astar-symmullt-transmul,1.268,ok
BF23_cpmp_20_5_80_32_48_7,1.0,astar-symmullt-transmul,3600.0,memout
BF24_cpmp_20_5_80_32_60_13,1.0,astar-symmullt-transmul,21.981,ok
BF24_cpmp_20_5_80_32_60_17,1.0,astar-symmullt-transmul,280.966,ok
BF24_cpmp_20_5_80_32_60_2,1.0,astar-symmullt-transmul,3600.0,memout
BF24_cpmp_20_5_80_32_60_8,1.0,astar-symmullt-transmul,20.565,ok
BF25_cpmp_20_8_96_20_58_20,1.0,astar-symmullt-transmul,3600.0,memout
BF26_cpmp_20_8_96_20_72_5,1.0,astar-symmullt-transmul,3600.0,memout
BF27_cpmp_20_8_96_39_58_12,1.0,astar-symmullt-transmul,3600.0,memout
BF27_cpmp_20_8_96_39_58_6,1.0,astar-symmullt-transmul,3600.0,memout
BF27_cpmp_20_8_96_39_58_9,1.0,astar-symmullt-transmul,3600.0,memout
BF28_cpmp_20_8_96_39_72_19,1.0,astar-symmullt-transmul,3600.0,memout
BF2_cpmp_16_5_48_10_36_1,1.0,astar-symmullt-transmul,1.276,ok
BF2_cpmp_16_5_48_10_36_11,1.0,astar-symmullt-transmul,1.136,ok
BF2_cpmp_16_5_48_10_36_12,1.0,astar-symmullt-transmul,3600.0,memout
BF2_cpmp_16_5_48_10_36_13,1.0,astar-symmullt-transmul,7.476,ok
BF2_cpmp_16_5_48_10_36_14,1.0,astar-symmullt-transmul,0.016,ok
BF2_cpmp_16_5_48_10_36_15,1.0,astar-symmullt-transmul,0.484,ok
BF2_cpmp_16_5_48_10_36_17,1.0,astar-symmullt-transmul,0.968,ok
BF2_cpmp_16_5_48_10_36_18,1.0,astar-symmullt-transmul,0.016,ok
BF2_cpmp_16_5_48_10_36_19,1.0,astar-symmullt-transmul,3600.0,memout
BF2_cpmp_16_5_48_10_36_2,1.0,astar-symmullt-transmul,0.184,ok
BF2_cpmp_16_5_48_10_36_20,1.0,astar-symmullt-transmul,0.016,ok
BF2_cpmp_16_5_48_10_36_3,1.0,astar-symmullt-transmul,14.797,ok
BF2_cpmp_16_5_48_10_36_4,1.0,astar-symmullt-transmul,1.284,ok
BF2_cpmp_16_5_48_10_36_5,1.0,astar-symmullt-transmul,0.028,ok
BF2_cpmp_16_5_48_10_36_6,1.0,astar-symmullt-transmul,3600.0,memout
BF2_cpmp_16_5_48_10_36_7,1.0,astar-symmullt-transmul,3600.0,memout
BF2_cpmp_16_5_48_10_36_8,1.0,astar-symmullt-transmul,3600.0,memout
BF2_cpmp_16_5_48_10_36_9,1.0,astar-symmullt-transmul,0.54,ok
BF3_cpmp_16_5_48_20_29_1,1.0,astar-symmullt-transmul,3600.0,memout
BF3_cpmp_16_5_48_20_29_11,1.0,astar-symmullt-transmul,3600.0,memout
BF3_cpmp_16_5_48_20_29_13,1.0,astar-symmullt-transmul,3600.0,memout
BF3_cpmp_16_5_48_20_29_14,1.0,astar-symmullt-transmul,0.052,ok
BF3_cpmp_16_5_48_20_29_16,1.0,astar-symmullt-transmul,1.032,ok
BF3_cpmp_16_5_48_20_29_19,1.0,astar-symmullt-transmul,19.833,ok
BF3_cpmp_16_5_48_20_29_20,1.0,astar-symmullt-transmul,3600.0,memout
BF3_cpmp_16_5_48_20_29_3,1.0,astar-symmullt-transmul,306.691,ok
BF3_cpmp_16_5_48_20_29_5,1.0,astar-symmullt-transmul,3600.0,memout
BF3_cpmp_16_5_48_20_29_6,1.0,astar-symmullt-transmul,6.948,ok
BF3_cpmp_16_5_48_20_29_8,1.0,astar-symmullt-transmul,3600.0,memout
BF3_cpmp_16_5_48_20_29_9,1.0,astar-symmullt-transmul,3600.0,memout
BF4_cpmp_16_5_48_20_36_1,1.0,astar-symmullt-transmul,0.132,ok
BF4_cpmp_16_5_48_20_36_10,1.0,astar-symmullt-transmul,3600.0,memout
BF4_cpmp_16_5_48_20_36_11,1.0,astar-symmullt-transmul,107.599,ok
BF4_cpmp_16_5_48_20_36_13,1.0,astar-symmullt-transmul,0.024,ok
BF4_cpmp_16_5_48_20_36_14,1.0,astar-symmullt-transmul,1.748,ok
BF4_cpmp_16_5_48_20_36_15,1.0,astar-symmullt-transmul,3600.0,memout
BF4_cpmp_16_5_48_20_36_16,1.0,astar-symmullt-transmul,0.428,ok
BF4_cpmp_16_5_48_20_36_17,1.0,astar-symmullt-transmul,2.356,ok
BF4_cpmp_16_5_48_20_36_18,1.0,astar-symmullt-transmul,5.616,ok
BF4_cpmp_16_5_48_20_36_19,1.0,astar-symmullt-transmul,3600.0,memout
BF4_cpmp_16_5_48_20_36_2,1.0,astar-symmullt-transmul,3600.0,memout
BF4_cpmp_16_5_48_20_36_20,1.0,astar-symmullt-transmul,0.056,ok
BF4_cpmp_16_5_48_20_36_3,1.0,astar-symmullt-transmul,3600.0,memout
BF4_cpmp_16_5_48_20_36_5,1.0,astar-symmullt-transmul,1.312,ok
BF4_cpmp_16_5_48_20_36_6,1.0,astar-symmullt-transmul,0.088,ok
BF4_cpmp_16_5_48_20_36_7,1.0,astar-symmullt-transmul,0.52,ok
BF4_cpmp_16_5_48_20_36_8,1.0,astar-symmullt-transmul,267.681,ok
BF4_cpmp_16_5_48_20_36_9,1.0,astar-symmullt-transmul,6.94,ok
BF5_cpmp_16_5_64_13_39_1,1.0,astar-symmullt-transmul,7.68,ok
BF5_cpmp_16_5_64_13_39_10,1.0,astar-symmullt-transmul,337.773,ok
BF5_cpmp_16_5_64_13_39_11,1.0,astar-symmullt-transmul,3600.0,memout
BF5_cpmp_16_5_64_13_39_12,1.0,astar-symmullt-transmul,5.068,ok
BF5_cpmp_16_5_64_13_39_14,1.0,astar-symmullt-transmul,2.836,ok
BF5_cpmp_16_5_64_13_39_15,1.0,astar-symmullt-transmul,237.703,ok
BF5_cpmp_16_5_64_13_39_17,1.0,astar-symmullt-transmul,38.662,ok
BF5_cpmp_16_5_64_13_39_2,1.0,astar-symmullt-transmul,0.04,ok
BF5_cpmp_16_5_64_13_39_20,1.0,astar-symmullt-transmul,3600.0,memout
BF5_cpmp_16_5_64_13_39_3,1.0,astar-symmullt-transmul,3600.0,memout
BF5_cpmp_16_5_64_13_39_4,1.0,astar-symmullt-transmul,1.556,ok
BF5_cpmp_16_5_64_13_39_5,1.0,astar-symmullt-transmul,2.452,ok
BF5_cpmp_16_5_64_13_39_8,1.0,astar-symmullt-transmul,138.617,ok
BF5_cpmp_16_5_64_13_39_9,1.0,astar-symmullt-transmul,0.34,ok
BF6_cpmp_16_5_64_13_48_1,1.0,astar-symmullt-transmul,11.861,ok
BF6_cpmp_16_5_64_13_48_11,1.0,astar-symmullt-transmul,1.588,ok
BF6_cpmp_16_5_64_13_48_12,1.0,astar-symmullt-transmul,0.852,ok
BF6_cpmp_16_5_64_13_48_13,1.0,astar-symmullt-transmul,1.536,ok
BF6_cpmp_16_5_64_13_48_15,1.0,astar-symmullt-transmul,133.524,ok
BF6_cpmp_16_5_64_13_48_16,1.0,astar-symmullt-transmul,3.036,ok
BF6_cpmp_16_5_64_13_48_17,1.0,astar-symmullt-transmul,2.112,ok
BF6_cpmp_16_5_64_13_48_18,1.0,astar-symmullt-transmul,3600.0,memout
BF6_cpmp_16_5_64_13_48_19,1.0,astar-symmullt-transmul,28.89,ok
BF6_cpmp_16_5_64_13_48_2,1.0,astar-symmullt-transmul,8.465,ok
BF6_cpmp_16_5_64_13_48_3,1.0,astar-symmullt-transmul,3600.0,memout
BF6_cpmp_16_5_64_13_48_4,1.0,astar-symmullt-transmul,125.576,ok
BF6_cpmp_16_5_64_13_48_6,1.0,astar-symmullt-transmul,3600.0,memout
BF6_cpmp_16_5_64_13_48_7,1.0,astar-symmullt-transmul,14.477,ok
BF6_cpmp_16_5_64_13_48_8,1.0,astar-symmullt-transmul,3600.0,memout
BF6_cpmp_16_5_64_13_48_9,1.0,astar-symmullt-transmul,59.656,ok
BF7_cpmp_16_5_64_26_39_1,1.0,astar-symmullt-transmul,3600.0,memout
BF7_cpmp_16_5_64_26_39_10,1.0,astar-symmullt-transmul,2.216,ok
BF7_cpmp_16_5_64_26_39_11,1.0,astar-symmullt-transmul,13.929,ok
BF7_cpmp_16_5_64_26_39_12,1.0,astar-symmullt-transmul,3600.0,memout
BF7_cpmp_16_5_64_26_39_13,1.0,astar-symmullt-transmul,3600.0,memout
BF7_cpmp_16_5_64_26_39_14,1.0,astar-symmullt-transmul,3600.0,memout
BF7_cpmp_16_5_64_26_39_15,1.0,astar-symmullt-transmul,8.097,ok
BF7_cpmp_16_5_64_26_39_16,1.0,astar-symmullt-transmul,14.337,ok
BF7_cpmp_16_5_64_26_39_17,1.0,astar-symmullt-transmul,300.859,ok
BF7_cpmp_16_5_64_26_39_19,1.0,astar-symmullt-transmul,391.176,ok
BF7_cpmp_16_5_64_26_39_2,1.0,astar-symmullt-transmul,3600.0,memout
BF7_cpmp_16_5_64_26_39_20,1.0,astar-symmullt-transmul,3600.0,memout
BF7_cpmp_16_5_64_26_39_3,1.0,astar-symmullt-transmul,3600.0,memout
BF7_cpmp_16_5_64_26_39_6,1.0,astar-symmullt-transmul,1.124,ok
BF7_cpmp_16_5_64_26_39_7,1.0,astar-symmullt-transmul,3600.0,memout
BF7_cpmp_16_5_64_26_39_8,1.0,astar-symmullt-transmul,3600.0,memout
BF8_cpmp_16_5_64_26_48_1,1.0,astar-symmullt-transmul,24.645,ok
BF8_cpmp_16_5_64_26_48_11,1.0,astar-symmullt-transmul,81.437,ok
BF8_cpmp_16_5_64_26_48_12,1.0,astar-symmullt-transmul,22.061,ok
BF8_cpmp_16_5_64_26_48_17,1.0,astar-symmullt-transmul,127.268,ok
BF8_cpmp_16_5_64_26_48_20,1.0,astar-symmullt-transmul,3600.0,memout
BF8_cpmp_16_5_64_26_48_4,1.0,astar-symmullt-transmul,3600.0,memout
BF8_cpmp_16_5_64_26_48_5,1.0,astar-symmullt-transmul,32.898,ok
BF8_cpmp_16_5_64_26_48_6,1.0,astar-symmullt-transmul,3600.0,memout
BF8_cpmp_16_5_64_26_48_7,1.0,astar-symmullt-transmul,3600.0,memout
BF9_cpmp_16_8_77_16_47_1,1.0,astar-symmullt-transmul,3600.0,memout
BF9_cpmp_16_8_77_16_47_10,1.0,astar-symmullt-transmul,3600.0,memout
BF9_cpmp_16_8_77_16_47_12,1.0,astar-symmullt-transmul,3600.0,memout
BF9_cpmp_16_8_77_16_47_3,1.0,astar-symmullt-transmul,3600.0,memout
BF9_cpmp_16_8_77_16_47_4,1.0,astar-symmullt-transmul,6.1,ok
BF9_cpmp_16_8_77_16_47_6,1.0,astar-symmullt-transmul,3600.0,memout
BF9_cpmp_16_8_77_16_47_7,1.0,astar-symmullt-transmul,3600.0,memout
BF9_cpmp_16_8_77_16_47_8,1.0,astar-symmullt-transmul,2.728,ok
LC2a_lc2a_1,1.0,astar-symmullt-transmul,14.857,ok
LC2a_lc2a_10,1.0,astar-symmullt-transmul,0.02,ok
LC2a_lc2a_2,1.0,astar-symmullt-transmul,5.28,ok
LC2a_lc2a_3,1.0,astar-symmullt-transmul,1.636,ok
LC2a_lc2a_4,1.0,astar-symmullt-transmul,3600.0,memout
LC2a_lc2a_5,1.0,astar-symmullt-transmul,13.665,ok
LC2a_lc2a_7,1.0,astar-symmullt-transmul,231.046,ok
LC2b_lc2b_1,1.0,astar-symmullt-transmul,3600.0,memout
LC2b_lc2b_2,1.0,astar-symmullt-transmul,3600.0,memout
LC2b_lc2b_3,1.0,astar-symmullt-transmul,3600.0,memout
LC2b_lc2b_4,1.0,astar-symmullt-transmul,0.232,ok
LC2b_lc2b_5,1.0,astar-symmullt-transmul,3600.0,memout
LC2b_lc2b_6,1.0,astar-symmullt-transmul,2.676,ok
LC2b_lc2b_7,1.0,astar-symmullt-transmul,7.856,ok
LC2b_lc2b_9,1.0,astar-symmullt-transmul,3600.0,memout
LC3a_lc3a_1,1.0,astar-symmullt-transmul,0.572,ok
LC3a_lc3a_10,1.0,astar-symmullt-transmul,3.996,ok
LC3a_lc3a_3,1.0,astar-symmullt-transmul,3600.0,memout
LC3a_lc3a_4,1.0,astar-symmullt-transmul,81.537,ok
LC3a_lc3a_6,1.0,astar-symmullt-transmul,0.648,ok
LC3a_lc3a_7,1.0,astar-symmullt-transmul,0.144,ok
LC3a_lc3a_8,1.0,astar-symmullt-transmul,229.57,ok
LC3a_lc3a_9,1.0,astar-symmullt-transmul,55.592,ok
LC3b_lc3b_1,1.0,astar-symmullt-transmul,214.365,ok
LC3b_lc3b_10,1.0,astar-symmullt-transmul,3600.0,memout
LC3b_lc3b_4,1.0,astar-symmullt-transmul,759.055,ok
LC3b_lc3b_5,1.0,astar-symmullt-transmul,0.14,ok
LC3b_lc3b_6,1.0,astar-symmullt-transmul,0.752,ok
LC3b_lc3b_8,1.0,astar-symmullt-transmul,23.433,ok
LC3b_lc3b_9,1.0,astar-symmullt-transmul,3600.0,memout
cv_data3-5-13,1.0,astar-symmullt-transmul,0.196,ok
cv_data3-5-8,1.0,astar-symmullt-transmul,0.268,ok
cv_data3-6-24,1.0,astar-symmullt-transmul,0.072,ok
cv_data3-6-26,1.0,astar-symmullt-transmul,0.652,ok
cv_data3-7-12,1.0,astar-symmullt-transmul,0.484,ok
cv_data3-7-17,1.0,astar-symmullt-transmul,0.252,ok
cv_data3-7-18,1.0,astar-symmullt-transmul,0.06,ok
cv_data3-7-22,1.0,astar-symmullt-transmul,0.536,ok
cv_data3-7-27,1.0,astar-symmullt-transmul,0.116,ok
cv_data3-7-30,1.0,astar-symmullt-transmul,0.384,ok
cv_data3-7-5,1.0,astar-symmullt-transmul,0.26,ok
cv_data3-8-17,1.0,astar-symmullt-transmul,0.168,ok
cv_data3-8-2,1.0,astar-symmullt-transmul,0.016,ok
cv_data3-8-24,1.0,astar-symmullt-transmul,0.62,ok
cv_data3-8-25,1.0,astar-symmullt-transmul,0.152,ok
cv_data3-8-28,1.0,astar-symmullt-transmul,0.252,ok
cv_data3-8-37,1.0,astar-symmullt-transmul,0.104,ok
cv_data3-8-38,1.0,astar-symmullt-transmul,0.532,ok
cv_data3-8-7,1.0,astar-symmullt-transmul,1.876,ok
cv_data4-4-10,1.0,astar-symmullt-transmul,0.368,ok
cv_data4-4-12,1.0,astar-symmullt-transmul,0.868,ok
cv_data4-4-13,1.0,astar-symmullt-transmul,0.192,ok
cv_data4-4-14,1.0,astar-symmullt-transmul,0.316,ok
cv_data4-4-15,1.0,astar-symmullt-transmul,0.396,ok
cv_data4-4-16,1.0,astar-symmullt-transmul,16.273,ok
cv_data4-4-19,1.0,astar-symmullt-transmul,0.688,ok
cv_data4-4-2,1.0,astar-symmullt-transmul,0.148,ok
cv_data4-4-20,1.0,astar-symmullt-transmul,1.748,ok
cv_data4-4-21,1.0,astar-symmullt-transmul,0.508,ok
cv_data4-4-23,1.0,astar-symmullt-transmul,180.103,ok
cv_data4-4-24,1.0,astar-symmullt-transmul,11.865,ok
cv_data4-4-25,1.0,astar-symmullt-transmul,40.486,ok
cv_data4-4-27,1.0,astar-symmullt-transmul,15.337,ok
cv_data4-4-28,1.0,astar-symmullt-transmul,0.1,ok
cv_data4-4-29,1.0,astar-symmullt-transmul,0.44,ok
cv_data4-4-3,1.0,astar-symmullt-transmul,0.544,ok
cv_data4-4-30,1.0,astar-symmullt-transmul,2.964,ok
cv_data4-4-33,1.0,astar-symmullt-transmul,42.479,ok
cv_data4-4-34,1.0,astar-symmullt-transmul,0.68,ok
cv_data4-4-35,1.0,astar-symmullt-transmul,1.88,ok
cv_data4-4-7,1.0,astar-symmullt-transmul,2.204,ok
cv_data4-5-1,1.0,astar-symmullt-transmul,3.472,ok
cv_data4-5-12,1.0,astar-symmullt-transmul,0.176,ok
cv_data4-5-14,1.0,astar-symmullt-transmul,5.048,ok
cv_data4-5-15,1.0,astar-symmullt-transmul,5.312,ok
cv_data4-5-17,1.0,astar-symmullt-transmul,142.161,ok
cv_data4-5-19,1.0,astar-symmullt-transmul,1.92,ok
cv_data4-5-2,1.0,astar-symmullt-transmul,0.296,ok
cv_data4-5-20,1.0,astar-symmullt-transmul,0.7,ok
cv_data4-5-21,1.0,astar-symmullt-transmul,624.091,ok
cv_data4-5-22,1.0,astar-symmullt-transmul,2.692,ok
cv_data4-5-23,1.0,astar-symmullt-transmul,1.688,ok
cv_data4-5-24,1.0,astar-symmullt-transmul,0.268,ok
cv_data4-5-25,1.0,astar-symmullt-transmul,2.788,ok
cv_data4-5-26,1.0,astar-symmullt-transmul,5.9,ok
cv_data4-5-27,1.0,astar-symmullt-transmul,2.416,ok
cv_data4-5-28,1.0,astar-symmullt-transmul,0.272,ok
cv_data4-5-29,1.0,astar-symmullt-transmul,11.181,ok
cv_data4-5-3,1.0,astar-symmullt-transmul,0.8,ok
cv_data4-5-30,1.0,astar-symmullt-transmul,14.937,ok
cv_data4-5-31,1.0,astar-symmullt-transmul,0.096,ok
cv_data4-5-32,1.0,astar-symmullt-transmul,2.972,ok
cv_data4-5-34,1.0,astar-symmullt-transmul,17.137,ok
cv_data4-5-35,1.0,astar-symmullt-transmul,1.692,ok
cv_data4-5-39,1.0,astar-symmullt-transmul,1.928,ok
cv_data4-5-5,1.0,astar-symmullt-transmul,0.66,ok
cv_data4-5-9,1.0,astar-symmullt-transmul,1.46,ok
cv_data4-6-1,1.0,astar-symmullt-transmul,413.73,ok
cv_data4-6-10,1.0,astar-symmullt-transmul,0.712,ok
cv_data4-6-11,1.0,astar-symmullt-transmul,0.388,ok
cv_data4-6-12,1.0,astar-symmullt-transmul,44.011,ok
